Response ID	Which best describes your primary work area?	"If you selected Other, please describe your primary work area "	How many years have you worked in the software industry? (decimals okay)	How many years have you worked at Microsoft? (decimals okay)		How many developers are on your immediate team (including yourself)?	Is it a policy in your team to perform code reviews?	"What are your motivations for code review? Please pick the three most important ones (in order, without ties) from the following list"	"If you have other motivations for code review that are in the top three but are not listed above, please list them here."		Consider the following questions from the perspective of you being the reviewer of a code review submission.	"As a reviewer, under which conditions do you need to talk in person to the author of a code review submission?"	"As a reviewer, if the files being modified by a code review submission are owned by you (or you are very familiar with them), how often do you talk in person with the author of the code review?"	"As a reviewer, if the files being modified by a code review submission are unfamiliar to you (or are new), how often do you talk in person with the author of the code review?"	Does it take longer to review files that you are not familiar with (or files that are new)?	Why or why not?	How much understanding of the code review submission do you need for achieving the following:		Consider the following questions from the perspective of you being the author of a code review submission.	How do you select the people to send your code review to?	Is there a difference in comments/feedback you receive when a reviewer is very familiar with or the owner of the files you changed in a code review? 	"If there is a difference, what is different in the comments/feedback?"	"If you have any additional feedback that you feel would be helpful to our research in this area, please share it here.  (Remember that the survey is anonymous, so please enter your alias below if your feedback requires follow-up.)"	"If you would like to be notified with the results of our research, please email us (alias cbird) or enter your alias here and we will send it to you when it is completed."	"If you would like to be entered into a drawing for one of two $50 Amazon gift cards, please enter your alias here or, if you are worried about anonymity, email us (alias cbird) with subject ""Code Review Survey Drawing""."
6504397	Development		12	12		6	Yes	"Avoiding build breaks / Not Top 3 Importance;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / Second Most Important;#Finding defects/bugs / Third Most Important;#Generate better ideas, alternative approaches / First Most Important;#Helping improving the development process in general / Not Top 3 Importance;#Keeping track of comments and rationale on code changes / Not Top 3 Importance;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / Not Top 3 Importance;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / Not Top 3 Importance;#Team Awareness/Transparency (knowing what is going on in the development) / Not Top 3 Importance"				Typically when I don't understand the context or reason for a change.	between 25% and 50% of the time	up to 25% of the time	Yes		"Avoiding build breaks / No understanding;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / No understanding;#Collective Code Ownership (i.e., make developers less “protective” of their code) / High understanding;#Finding defects/bugs / High understanding;#Generate better ideas, alternative approaches / High understanding;#Helping improving the development process in general / Little understanding;#Keeping track of comments and rationale on code changes / No understanding;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / Little understanding;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / No understanding;#Team Awareness/Transparency (knowing what is going on in the development) / High understanding"			"Code/area ownership is the main criterion; also, we try to include our test team on important reviews."	No			ryanston	ryanston
6504405	Development		12	12		4	Yes	"Avoiding build breaks / Not Top 3 Importance;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / Second Most Important;#Collective Code Ownership (i.e., make developers less “protective” of their code) / Not Top 3 Importance;#Finding defects/bugs / First Most Important;#Generate better ideas, alternative approaches / Not Top 3 Importance;#Helping improving the development process in general / Not Top 3 Importance;#Keeping track of comments and rationale on code changes / Not Top 3 Importance;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / Not Top 3 Importance;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / Not Top 3 Importance;#Team Awareness/Transparency (knowing what is going on in the development) / Third Most Important"				"- When I do not understand the intent of code change -- understanding intent usually takes a high-bandwidth conversaion - When my feedback is sensitive (e.g. the quality is low, but I don't want to say so publicly)"	up to 25% of the time	between 25% and 50% of the time	Yes	I have to understand the original intent of the files being modified to know whether the changes make sense.	"Avoiding build breaks / Little understanding;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / Little understanding;#Collective Code Ownership (i.e., make developers less “protective” of their code) / Little understanding;#Finding defects/bugs / High understanding;#Generate better ideas, alternative approaches / High understanding;#Helping improving the development process in general / Little understanding;#Keeping track of comments and rationale on code changes / Little understanding;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / High understanding;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / High understanding;#Team Awareness/Transparency (knowing what is going on in the development) / Little understanding"			"It always goes to our feature crew, plus any other interested parties."	Yes	The comments tend to be much more interesting and detailed when the reviewer is familiar with the code under review.		michbern	michbern
6504406	Development		10	9		9	Yes	"Avoiding build breaks / Not Top 3 Importance;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / Second Most Important;#Collective Code Ownership (i.e., make developers less “protective” of their code) / Third Most Important;#Finding defects/bugs / First Most Important;#Generate better ideas, alternative approaches / Not Top 3 Importance;#Helping improving the development process in general / Not Top 3 Importance;#Keeping track of comments and rationale on code changes / Not Top 3 Importance;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / Not Top 3 Importance;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / Not Top 3 Importance;#Team Awareness/Transparency (knowing what is going on in the development) / Not Top 3 Importance"				"Get context on why a change was done in particular way, understand the bigger picture, brainstorm other ways of accomplishing the same task, etc."	up to 25% of the time	between 50% and 75% of the time	Yes	"understanding the flow of the code takes longer, may not understand the relationship between objects/methods, etc."	"Avoiding build breaks / Little understanding;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / High understanding;#Collective Code Ownership (i.e., make developers less “protective” of their code) / High understanding;#Finding defects/bugs / Complete understanding;#Generate better ideas, alternative approaches / High understanding;#Helping improving the development process in general / Little understanding;#Keeping track of comments and rationale on code changes / High understanding;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / High understanding;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / High understanding;#Team Awareness/Transparency (knowing what is going on in the development) / High understanding"			"We typically try to choose people who are familiar with the code in question or who are domain experts.  If neither of those are available, we typically have at least 2 people sign off on the review, making sure that at least one of those is at least ""Senior"" level."	Yes	The reviewer tends to have more context on how the change might affect other scenarios.  He/she also knows the common patterns used and can ensure that we have consistent code quality/style.		joncole	joncole
6504411	Development		17.5	12		4	Yes	"Avoiding build breaks / Not Top 3 Importance;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / Not Top 3 Importance;#Collective Code Ownership (i.e., make developers less “protective” of their code) / Not Top 3 Importance;#Finding defects/bugs / Third Most Important;#Generate better ideas, alternative approaches / Not Top 3 Importance;#Helping improving the development process in general / Not Top 3 Importance;#Keeping track of comments and rationale on code changes / Second Most Important;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / Not Top 3 Importance;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / Not Top 3 Importance;#Team Awareness/Transparency (knowing what is going on in the development) / First Most Important"				"When their responses to questions raised within CodeFlow are too terse, or when there is something fundamentally wrong with the entire check-in."	between 50% and 75% of the time	up to 25% of the time	No	"New files are easier to review since they carry no baggage and there is no existing code that depends on them. Existing files which are not owned by me are hardest to review since I have to first understand what they do and then figure out how the changes impact the existing system. However, when files are not owned by me, I'm typically not the main reviewer, so overall I don't put as much effort into the review process as in the cases where I am the main owner/reviewer."	"Avoiding build breaks / Little understanding;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / Little understanding;#Collective Code Ownership (i.e., make developers less “protective” of their code) / Little understanding;#Finding defects/bugs / High understanding;#Generate better ideas, alternative approaches / High understanding;#Helping improving the development process in general / High understanding;#Keeping track of comments and rationale on code changes / High understanding;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / High understanding;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / Little understanding;#Team Awareness/Transparency (knowing what is going on in the development) / High understanding"			Technical leads and parties who are affected by the change.	Yes	People who are familiar with the code will provide more substantive comments which people who are less familiar will tend to concentrate on more aesthetic/mechanical aspects of the code being changed.		ylevanon	ylevanon
6504414	Development		3	3		7	Yes	"Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / Second Most Important;#Generate better ideas, alternative approaches / First Most Important;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / Third Most Important"					between 25% and 50% of the time	between 50% and 75% of the time	Yes	"The value in a code review is to find logical bugs and also possibly better ways of sloving a problem, this can only happened with new code if you fully understand it"	"Avoiding build breaks / No understanding;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / Little understanding;#Collective Code Ownership (i.e., make developers less “protective” of their code) / Little understanding;#Finding defects/bugs / High understanding;#Generate better ideas, alternative approaches / Complete understanding;#Helping improving the development process in general / Little understanding;#Keeping track of comments and rationale on code changes / No understanding;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / High understanding;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / High understanding;#Team Awareness/Transparency (knowing what is going on in the development) / High understanding"			select people that are familer with the code or the feature that i am working on	Yes	if the code review is just for following the coding standards or will the reviewer find deep logical errors that i might have missed	"In my experience the quality of a revier that a reviewer gives is different person to person regardless of ownership of code or their level, it might "	alexsha	alexsha
6504416	Test		14	12		4	Yes	"Avoiding build breaks / Not Top 3 Importance;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / Not Top 3 Importance;#Collective Code Ownership (i.e., make developers less “protective” of their code) / Not Top 3 Importance;#Finding defects/bugs / Not Top 3 Importance;#Generate better ideas, alternative approaches / Second Most Important;#Helping improving the development process in general / Not Top 3 Importance;#Keeping track of comments and rationale on code changes / Not Top 3 Importance;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / Third Most Important;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / Not Top 3 Importance;#Team Awareness/Transparency (knowing what is going on in the development) / First Most Important"				What are they trying to address?	between 25% and 50% of the time	between 50% and 75% of the time	Yes	Understanding what is being done and how it fits into the overall solution.	"Avoiding build breaks / Little understanding;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / Little understanding;#Collective Code Ownership (i.e., make developers less “protective” of their code) / High understanding;#Finding defects/bugs / Little understanding;#Generate better ideas, alternative approaches / High understanding;#Helping improving the development process in general / High understanding;#Keeping track of comments and rationale on code changes / Little understanding;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / Complete understanding;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / High understanding;#Team Awareness/Transparency (knowing what is going on in the development) / High understanding"			Team and those who have touched the code before.	Yes	Much shorter.  Better understanding of the types of bugs that would get through or a better understanding of the coding style one has.			jasonci
6504418	Development		15	4		3	Yes	"Avoiding build breaks / Not Top 3 Importance;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / First Most Important;#Collective Code Ownership (i.e., make developers less “protective” of their code) / Third Most Important;#Finding defects/bugs / Not Top 3 Importance;#Generate better ideas, alternative approaches / Not Top 3 Importance;#Helping improving the development process in general / Not Top 3 Importance;#Keeping track of comments and rationale on code changes / Not Top 3 Importance;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / Second Most Important;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / Not Top 3 Importance;#Team Awareness/Transparency (knowing what is going on in the development) / Not Top 3 Importance"				- If a new component is introduced that doesn't mesh with the established architecture - If a new design is introduces that is overly complicated - If code is being modified in an area that I'm not familiar with	up to 25% of the time	between 25% and 50% of the time	No	"On average, I'm estimating about the same time for both.  If I'm familiar with the code, I tend to analyze the changes in more detail with an eye for how it fits into the overall design and logic flow.  For code I'm not familiar with, I may spend time understanding the code and logic flow, but less time examining the detailed changes."	"Avoiding build breaks / Little understanding;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / Little understanding;#Collective Code Ownership (i.e., make developers less “protective” of their code) / High understanding;#Finding defects/bugs / Little understanding;#Generate better ideas, alternative approaches / High understanding;#Helping improving the development process in general / No understanding;#Keeping track of comments and rationale on code changes / No understanding;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / High understanding;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / High understanding;#Team Awareness/Transparency (knowing what is going on in the development) / High understanding"			"People who have the most experience in the area, people with whom I may have collaborated with when designing the feature, the code ""owner"" if there is one."	Yes	Feedback tends to be more targeted and detailed in scope.		lamoore	lamoore
6504420	Test		7	2		14	Yes	"Avoiding build breaks / Not Top 3 Importance;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / First Most Important;#Collective Code Ownership (i.e., make developers less “protective” of their code) / Third Most Important;#Finding defects/bugs / First Most Important;#Generate better ideas, alternative approaches / First Most Important;#Helping improving the development process in general / First Most Important;#Keeping track of comments and rationale on code changes / Not Top 3 Importance;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / Second Most Important;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / Third Most Important;#Team Awareness/Transparency (knowing what is going on in the development) / Not Top 3 Importance"				When the logic is very complicated.	up to 25% of the time	up to 25% of the time	Yes		"Avoiding build breaks / Complete understanding;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / No understanding;#Collective Code Ownership (i.e., make developers less “protective” of their code) / High understanding;#Finding defects/bugs / No understanding;#Generate better ideas, alternative approaches / No understanding;#Helping improving the development process in general / No understanding;#Keeping track of comments and rationale on code changes / Complete understanding;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / Little understanding;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / High understanding;#Team Awareness/Transparency (knowing what is going on in the development) / Complete understanding"			I select the people who are familiar with my work.	Yes	"The more familiar they, the more issues they can find "			kgao
6504422	Development		11	7		4	Yes	"Finding defects/bugs / First Most Important;#Generate better ideas, alternative approaches / Second Most Important;#Team Awareness/Transparency (knowing what is going on in the development) / Third Most Important"				Usually when I want author to make significant adjustments to his change.	between 25% and 50% of the time	up to 25% of the time	Yes	"I need to understand what's going on in this new (for me) file first, right?"	"Avoiding build breaks / No understanding;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / Little understanding;#Collective Code Ownership (i.e., make developers less “protective” of their code) / No understanding;#Finding defects/bugs / High understanding;#Generate better ideas, alternative approaches / High understanding;#Helping improving the development process in general / High understanding;#Keeping track of comments and rationale on code changes / Complete understanding;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / Little understanding;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / Complete understanding;#Team Awareness/Transparency (knowing what is going on in the development) / High understanding"			"I pick those who know most of the code that I'm changing, or where a part of design process for new code."	No			alexeyg	alexeyg
6504423	Development		10	9		8	Yes	"Avoiding build breaks / Third Most Important;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / First Most Important;#Finding defects/bugs / Third Most Important;#Generate better ideas, alternative approaches / Second Most Important"				When there are time constraints or if the issues/topic at hand is tedious to discuss via comments/mail.	up to 25% of the time	up to 25% of the time	Yes		"Avoiding build breaks / No understanding;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / High understanding;#Collective Code Ownership (i.e., make developers less “protective” of their code) / Little understanding;#Finding defects/bugs / High understanding;#Generate better ideas, alternative approaches / High understanding;#Helping improving the development process in general / No understanding;#Keeping track of comments and rationale on code changes / Little understanding;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / No understanding;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / High understanding;#Team Awareness/Transparency (knowing what is going on in the development) / No understanding"			"We mandate a particular alias - ends up going to the whole team (PM, test, management, etc.)"	No				pjlittle
6504438	Development		7	5		10	Yes	"Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / Second Most Important;#Generate better ideas, alternative approaches / First Most Important;#Helping improving the development process in general / Third Most Important;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / Not Top 3 Importance"				"Whenever the code review does not globally go into the direction it is supposed to. I would also directly talk to the the author if my comments are too important to be wrote down. In 99% of the cases, I won't go talk to the author for a technical reason."	between 25% and 50% of the time	up to 25% of the time	Yes	"We take code reviews very seriously. If I am asked for a review, I will spend the necessary time to understand what the code does first, and what can be improved then. When I know the code, I just skip the first step."	"Avoiding build breaks / Complete understanding;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / No understanding;#Collective Code Ownership (i.e., make developers less “protective” of their code) / Little understanding;#Finding defects/bugs / Little understanding;#Generate better ideas, alternative approaches / High understanding;#Helping improving the development process in general / No understanding;#Keeping track of comments and rationale on code changes / No understanding;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / No understanding;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / No understanding;#Team Awareness/Transparency (knowing what is going on in the development) / High understanding"			I send it to developers / testers that are in my direct area of collaboration. I always put my whole team (including PMs) in CC.	Yes	I will take a great care of his comment and think twice before replying anything.		yabromba	yabromba
6504449	Development		19	13		6	No	"Avoiding build breaks / Third Most Important;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / First Most Important;#Collective Code Ownership (i.e., make developers less “protective” of their code) / Not Top 3 Importance;#Finding defects/bugs / Second Most Important;#Generate better ideas, alternative approaches / Not Top 3 Importance;#Helping improving the development process in general / Not Top 3 Importance;#Keeping track of comments and rationale on code changes / Not Top 3 Importance;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / Not Top 3 Importance;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / Not Top 3 Importance;#Team Awareness/Transparency (knowing what is going on in the development) / Not Top 3 Importance"				Sometimes it is useful to demonstrate the operation of the app with the pending changes. Other times it is necessary to use a whiteboard to explain the changes. Both of the above are sometimes difficult to capture in code or review comments.	between 50% and 75% of the time	between 50% and 75% of the time	Yes	Additional time is required to understand the overall purpose of the existing code in a file with which I am not familiar.	"Avoiding build breaks / Little understanding;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / Little understanding;#Collective Code Ownership (i.e., make developers less “protective” of their code) / Little understanding;#Finding defects/bugs / High understanding;#Generate better ideas, alternative approaches / High understanding;#Helping improving the development process in general / Little understanding;#Keeping track of comments and rationale on code changes / Little understanding;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / High understanding;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / Little understanding;#Team Awareness/Transparency (knowing what is going on in the development) / High understanding"			I usually choose people who have at least some familiarity with the code being modified.	Yes	I get more and better comments from people familiar with the code.	I really like the diffing engine in CodeFlow. I wish it was exposed as a general purpose diffing tool that worked with TFS. I normally use TfsOdd (from http://toolbox) for that but it appears to be orphaned and is getting quite old and it doesn't support TFS 11.	adamszo	adamszo
6504450	Development		25	11		5	Yes	"Avoiding build breaks / Not Top 3 Importance;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / Third Most Important;#Collective Code Ownership (i.e., make developers less “protective” of their code) / Not Top 3 Importance;#Finding defects/bugs / First Most Important;#Generate better ideas, alternative approaches / Not Top 3 Importance;#Helping improving the development process in general / Not Top 3 Importance;#Keeping track of comments and rationale on code changes / Not Top 3 Importance;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / Second Most Important;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / Not Top 3 Importance;#Team Awareness/Transparency (knowing what is going on in the development) / Not Top 3 Importance"				"In case of a more complex design issue, or to walk through the comments to explain review comments."	up to 25% of the time	up to 25% of the time	No	Will focus on the areas where I can add value.	"Avoiding build breaks / High understanding;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / Little understanding;#Collective Code Ownership (i.e., make developers less “protective” of their code) / High understanding;#Finding defects/bugs / High understanding;#Generate better ideas, alternative approaches / High understanding;#Helping improving the development process in general / Little understanding;#Keeping track of comments and rationale on code changes / Little understanding;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / High understanding;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / High understanding;#Team Awareness/Transparency (knowing what is going on in the development) / Little understanding"			familiarity with the code base or general expertise in a certain area (ie performance)	No			mwories	mwories
6504454	Development		13	6		5	Yes	"Avoiding build breaks / Not Top 3 Importance;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / First Most Important;#Collective Code Ownership (i.e., make developers less “protective” of their code) / Not Top 3 Importance;#Finding defects/bugs / Not Top 3 Importance;#Generate better ideas, alternative approaches / Not Top 3 Importance;#Helping improving the development process in general / Not Top 3 Importance;#Keeping track of comments and rationale on code changes / Not Top 3 Importance;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / Not Top 3 Importance;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / Third Most Important;#Team Awareness/Transparency (knowing what is going on in the development) / Second Most Important"					up to 25% of the time	between 25% and 50% of the time	Yes	"It all depends on what the changes (codes) about. For the areas that I am familiar, it won't take long to review. Otherwise, it might take a bit longer."	"Avoiding build breaks / Complete understanding;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / Complete understanding;#Collective Code Ownership (i.e., make developers less “protective” of their code) / High understanding;#Finding defects/bugs / Complete understanding;#Generate better ideas, alternative approaches / Complete understanding;#Helping improving the development process in general / Complete understanding;#Keeping track of comments and rationale on code changes / Complete understanding;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / Complete understanding;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / Complete understanding;#Team Awareness/Transparency (knowing what is going on in the development) / Complete understanding"			people with domain knowledge about the change I make	No				
6504455	Test		9	6.75		10	Yes	"Avoiding build breaks / Not Top 3 Importance;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / Not Top 3 Importance;#Collective Code Ownership (i.e., make developers less “protective” of their code) / Not Top 3 Importance;#Finding defects/bugs / First Most Important;#Generate better ideas, alternative approaches / Second Most Important;#Helping improving the development process in general / Not Top 3 Importance;#Keeping track of comments and rationale on code changes / Not Top 3 Importance;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / Not Top 3 Importance;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / Not Top 3 Importance;#Team Awareness/Transparency (knowing what is going on in the development) / Third Most Important"				"- If the approach is far off where it needs to be. Example from recent history, we had one particular review (1000's of lines of code) for remote management for a queue, the developer implemented his own serialization, comminication and client/server arch"	up to 25% of the time	up to 25% of the time	Yes	"Small changes in the scope of a large system, it can be difficult to understand the broader impact. I like to dig around and see how the whole thing ties in. "	"Avoiding build breaks / No understanding;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / Little understanding;#Collective Code Ownership (i.e., make developers less “protective” of their code) / Little understanding;#Finding defects/bugs / Little understanding;#Generate better ideas, alternative approaches / High understanding;#Helping improving the development process in general / Little understanding;#Keeping track of comments and rationale on code changes / No understanding;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / No understanding;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / Little understanding;#Team Awareness/Transparency (knowing what is going on in the development) / No understanding"			"Feature team + QA + any avaliable expert in that area. E.g. if i'm doing threading, I'll including our ""threading dude"". "	No				pprice
6504457	Development		1	0.5		10	Yes	"Avoiding build breaks / Not Top 3 Importance;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / Second Most Important;#Collective Code Ownership (i.e., make developers less “protective” of their code) / Not Top 3 Importance;#Finding defects/bugs / First Most Important;#Generate better ideas, alternative approaches / Third Most Important;#Helping improving the development process in general / Not Top 3 Importance;#Keeping track of comments and rationale on code changes / Not Top 3 Importance;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / Not Top 3 Importance;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / Not Top 3 Importance;#Team Awareness/Transparency (knowing what is going on in the development) / Not Top 3 Importance"				Never.	Never	Never	Yes		"Avoiding build breaks / Little understanding;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / Little understanding;#Collective Code Ownership (i.e., make developers less “protective” of their code) / Little understanding;#Finding defects/bugs / Little understanding;#Generate better ideas, alternative approaches / Little understanding;#Helping improving the development process in general / Little understanding;#Keeping track of comments and rationale on code changes / Little understanding;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / Little understanding;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / No understanding;#Team Awareness/Transparency (knowing what is going on in the development) / Little understanding"			"All code reviews go to the same alias (and at minimum, everyone on my immediate team is on that alias)."	Yes	More likely to catch design flaws.			mattdev
6504459	Test		6	6		35	Yes	"Avoiding build breaks / Second Most Important;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / First Most Important;#Collective Code Ownership (i.e., make developers less “protective” of their code) / Third Most Important;#Finding defects/bugs / Not Top 3 Importance;#Generate better ideas, alternative approaches / Not Top 3 Importance;#Helping improving the development process in general / Not Top 3 Importance;#Keeping track of comments and rationale on code changes / Not Top 3 Importance;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / Not Top 3 Importance;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / Not Top 3 Importance;#Team Awareness/Transparency (knowing what is going on in the development) / Not Top 3 Importance"				"Only if there are multiple iterations and comments are lost, I request them to re-submit."	up to 25% of the time	up to 25% of the time	Yes	"- Take time to personally understand the coding style and workflow of newer files, helping me in the future code reviews and also if I take ownership of the code I'm reviewing later, also to help select good examples for others."	"Avoiding build breaks / High understanding;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / Complete understanding;#Collective Code Ownership (i.e., make developers less “protective” of their code) / High understanding;#Finding defects/bugs / High understanding;#Generate better ideas, alternative approaches / High understanding;#Helping improving the development process in general / High understanding;#Keeping track of comments and rationale on code changes / High understanding;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / Complete understanding;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / Little understanding;#Team Awareness/Transparency (knowing what is going on in the development) / Little understanding"			Fixed set of code reviewers on  our team Top developers/testers familiar with the code Set of people whos files I'm modifying Relevant people from the bug if related to a bug fix	Yes	More questions like why this is done way and not the other from  a newbie to that code		sampatel	sampatel
6504461	Design and UX		2	2		5	Yes	"Avoiding build breaks / Not Top 3 Importance;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / Third Most Important;#Collective Code Ownership (i.e., make developers less “protective” of their code) / Not Top 3 Importance;#Finding defects/bugs / First Most Important;#Generate better ideas, alternative approaches / Second Most Important;#Helping improving the development process in general / Not Top 3 Importance;#Keeping track of comments and rationale on code changes / Not Top 3 Importance;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / Not Top 3 Importance;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / Not Top 3 Importance;#Team Awareness/Transparency (knowing what is going on in the development) / Not Top 3 Importance"				"Whenever there's a part of the code that doesn't make sense, I'll reach out to the reviewer. Also, when put onto a code review without much context to the problem, I'll reach out."	between 50% and 75% of the time	between 25% and 50% of the time	Yes	"It takes me a while to understand exactly what's going on in the code. In order to provide meaningful feedback that can actually improve the code, I need to review it."	"Avoiding build breaks / High understanding;#Code Improvement (e.g., better readability, improved comments, removing dead/duplicate code) / Little understanding;#Collective Code Ownership (i.e., make developers less “protective” of their code) / No understanding;#Finding defects/bugs / High understanding;#Generate better ideas, alternative approaches / Complete understanding;#Helping improving the development process in general / Little understanding;#Keeping track of comments and rationale on code changes / No understanding;#Shared Technical Learning (e.g., APIs, System Design, Team Conventions, Best Practices) / Little understanding;#Team Assessment (i.e., evaluating the ability of team members to review code and write code well) / No understanding;#Team Awareness/Transparency (knowing what is going on in the development) / Little understanding"			"First, I add all my immediate team members. Next, I'll add people who have been involved in coming up with the problems and solutions."	Yes	"If the reviewer isn't familiar with the code, they tend to comment much more on code cleanliness than on actual correctness."		hetappen	hetappen
